"season"	"date"	"regsea"	"VTabbr"	"VT"	"HTabbr"	"HT"	"HTTZ"	"min"	"pace"	"refs"	"VTscore"	"HTscore"
"2018"	20180731	TRUE	"WAS"	"Washington Mystics"	"ATL"	"Atlanta Dream"	3	200	91.7	"Kurt Walker, Isaac Barnett, Karleena Tobin"	86	71
"2018"	20180731	TRUE	"CHI"	"Chicago Sky"	"DAL"	"Dallas Wings"	2	200	93.5	"Daryl Humphrey, Brenda Pantoja, Don Hudson"	92	91
"2018"	20180731	TRUE	"SEA"	"Seattle Storm"	"PHO"	"Phoenix Mercury"	1	200	98.5	"Katie Lukanich, Tim Greene, Michael Price"	102	91
"2018"	20180801	TRUE	"NYL"	"New York Liberty"	"CON"	"Connecticut Sun"	3	200	95.8	"Natalie Sago, Billy Smith, Karleena Tobin"	77	92
"2018"	20180801	TRUE	"PHO"	"Phoenix Mercury"	"LVA"	"Las Vegas Aces"	0	200	101.5	"Janetta Graham, Eric Brewton, Roy Gulbeyan"	104	93
"2018"	20180802	TRUE	"DAL"	"Dallas Wings"	"IND"	"Indiana Fever"	3	200	89.2	"Jeffrey Smith, Ashley Moyer-Gleich, Jeffrey Wooten"	78	84
"2018"	20180802	TRUE	"MIN"	"Minnesota Lynx"	"LAS"	"Los Angeles Sparks"	0	200	85.5	"Maj Forsberg, Kurt Walker, Isaac Barnett"	57	79
"2018"	20180803	TRUE	"CHI"	"Chicago Sky"	"ATL"	"Atlanta Dream"	3	200	98.4	"Jeffrey Wooten, Fatou Cissoko-Stephens, Cheryl Flores"	74	89
"2018"	20180803	TRUE	"MIN"	"Minnesota Lynx"	"SEA"	"Seattle Storm"	0	200	95.3	"Daryl Humphrey, John Butler, Brenda Pantoja"	75	85
"2018"	20180804	TRUE	"IND"	"Indiana Fever"	"NYL"	"New York Liberty"	3	200	94.7	"Janetta Graham, Natalie Sago, Billy Smith"	68	55
"2018"	20180805	TRUE	"LVA"	"Las Vegas Aces"	"CON"	"Connecticut Sun"	3	200	102.9	"Fatou Cissoko-Stephens, Cheryl Flores, Brenda Pantoja"	88	109
"2018"	20180805	TRUE	"WAS"	"Washington Mystics"	"DAL"	"Dallas Wings"	2	200	87.3	"Billy Smith, Maj Forsberg, Kevin Fahy"	76	74
"2018"	20180805	TRUE	"PHO"	"Phoenix Mercury"	"LAS"	"Los Angeles Sparks"	0	200	80.4	"Jeffrey Wooten, Daryl Humphrey, Randy Richardson"	75	78
"2018"	20180805	TRUE	"ATL"	"Atlanta Dream"	"MIN"	"Minnesota Lynx"	2	200	85.1	"Kurt Walker, Natalie Sago, Tom Mauer"	86	66
"2018"	20180806	TRUE	"SEA"	"Seattle Storm"	"NYL"	"New York Liberty"	3	200	100.7	"Cheryl Flores, Kevin Sparrock, Tony Dawkins"	96	80
"2018"	20180807	TRUE	"LVA"	"Las Vegas Aces"	"ATL"	"Atlanta Dream"	3	200	101.8	"Byron Jarrett, Billy Smith, Kevin Sparrock"	100	109
"2018"	20180807	TRUE	"MIN"	"Minnesota Lynx"	"CHI"	"Chicago Sky"	2	200	99.2	"Maj Forsberg, Katie Lukanich, Randy Richardson"	85	64
"2018"	20180807	TRUE	"SEA"	"Seattle Storm"	"IND"	"Indiana Fever"	3	200	95.4	"Brenda Pantoja, Kurt Walker, Daryl Humphrey"	94	79
"2018"	20180807	TRUE	"WAS"	"Washington Mystics"	"PHO"	"Phoenix Mercury"	1	200	97.5	"Janetta Graham, Eric Brewton, Jeffrey Smith"	103	98
"2018"	20180808	TRUE	"CON"	"Connecticut Sun"	"DAL"	"Dallas Wings"	2	200	91.6	"Katie Lukanich, Michael Price, Tim Greene"	101	92
"2018"	20180808	TRUE	"LAS"	"Los Angeles Sparks"	"NYL"	"New York Liberty"	3	200	89.6	"Byron Jarrett, Kevin Fahy, Brenda Pantoja"	82	81
"2018"	20180809	TRUE	"LAS"	"Los Angeles Sparks"	"ATL"	"Atlanta Dream"	3	200	92.2	"Tiara Cruse, Maj Forsberg, Randy Richardson"	73	79
"2018"	20180809	TRUE	"MIN"	"Minnesota Lynx"	"LVA"	"Las Vegas Aces"	0	200	91.4	"Janetta Graham, Kurt Walker, Jeffrey Smith"	89	73
"2018"	20180809	TRUE	"SEA"	"Seattle Storm"	"WAS"	"Washington Mystics"	3	200	83.6	"Roy Gulbeyan, Tony Dawkins, Tiffany Bird"	77	100
"2018"	20180810	TRUE	"CON"	"Connecticut Sun"	"CHI"	"Chicago Sky"	2	200	94.2	"Tiara Cruse, Tom Mauer, Roy Gulbeyan"	86	97
"2018"	20180810	TRUE	"IND"	"Indiana Fever"	"PHO"	"Phoenix Mercury"	1	200	92.3	"Kurt Walker, Katie Lukanich, Michael Price"	74	94
"2018"	20180811	TRUE	"DAL"	"Dallas Wings"	"ATL"	"Atlanta Dream"	3	200	96.1	"Eric Brewton, Daryl Humphrey, Jeffrey Smith, Jenna Schroeder"	82	92
"2018"	20180811	TRUE	"IND"	"Indiana Fever"	"LVA"	"Las Vegas Aces"	0	200	93.8	"Tiffany Bird, Byron Jarrett, Randy Richardson"	74	92
"2018"	20180812	TRUE	"CHI"	"Chicago Sky"	"CON"	"Connecticut Sun"	3	200	98.3	"Katie Lukanich, Eric Brewton, Tony Dawkins"	75	82
"2018"	20180812	TRUE	"SEA"	"Seattle Storm"	"MIN"	"Minnesota Lynx"	2	200	94	"Jeffrey Wooten, John Butler, Billy Smith"	81	72
"2018"	20180812	TRUE	"ATL"	"Atlanta Dream"	"NYL"	"New York Liberty"	3	200	95	"Michael Price, Tim Greene, Janetta Graham"	86	77
"2018"	20180812	TRUE	"LAS"	"Los Angeles Sparks"	"PHO"	"Phoenix Mercury"	1	200	90.1	"Maj Forsberg, Brenda Pantoja, Tiara Cruse"	78	86
"2018"	20180812	TRUE	"DAL"	"Dallas Wings"	"WAS"	"Washington Mystics"	3	200	93.3	"Kurt Walker, Tom Mauer, Cheryl Flores"	80	93
"2018"	20180814	TRUE	"DAL"	"Dallas Wings"	"CON"	"Connecticut Sun"	3	200	90.7	"Janetta Graham, Michael Price, Roy Gulbeyan"	76	96
"2018"	20180814	TRUE	"NYL"	"New York Liberty"	"LAS"	"Los Angeles Sparks"	0	200	91.8	"Cheryl Flores, Tony Dawkins, Eric Brewton"	66	74
"2018"	20180814	TRUE	"CHI"	"Chicago Sky"	"MIN"	"Minnesota Lynx"	2	200	95.4	"Isaac Barnett, Kevin Sparrock, Tiffany Bird"	91	88
"2018"	20180815	TRUE	"WAS"	"Washington Mystics"	"IND"	"Indiana Fever"	3	200	85.7	"Toni Patillo, Roy Gulbeyan, Daryl Humphrey"	76	62
"2018"	20180815	TRUE	"NYL"	"New York Liberty"	"LVA"	"Las Vegas Aces"	0	200	90.9	"Tom Mauer, Don Hudson, Maj Forsberg"	72	85
"2018"	20180817	TRUE	"MIN"	"Minnesota Lynx"	"CON"	"Connecticut Sun"	3	200	92.5	"Daryl Humphrey, Isaac Barnett, Maj Forsberg"	79	96
"2018"	20180817	TRUE	"LVA"	"Las Vegas Aces"	"DAL"	"Dallas Wings"	2	200	96.5	"Byron Jarrett, Natalie Sago, Brenda Pantoja"	102	107
"2018"	20180817	TRUE	"ATL"	"Atlanta Dream"	"PHO"	"Phoenix Mercury"	1	200	100.5	"Roy Gulbeyan, Tim Greene, Ashley Moyer-Gleich"	95	104
"2018"	20180817	TRUE	"NYL"	"New York Liberty"	"SEA"	"Seattle Storm"	0	200	98.1	"Karleena Tobin, Michael Price, Kevin Sparrock"	77	85
"2018"	20180817	TRUE	"LAS"	"Los Angeles Sparks"	"WAS"	"Washington Mystics"	3	200	82.4	"Billy Smith, Jeffrey Wooten, Katie Lukanich"	67	69
"2018"	20180818	TRUE	"CHI"	"Chicago Sky"	"IND"	"Indiana Fever"	3	250	96.1	"Eric Brewton, Tiara Cruse, Don Hudson"	115	106
"2018"	20180819	TRUE	"IND"	"Indiana Fever"	"CHI"	"Chicago Sky"	2	200	93.8	"Isaac Barnett, Tim Greene, Maj Forsberg"	97	92
"2018"	20180819	TRUE	"LAS"	"Los Angeles Sparks"	"CON"	"Connecticut Sun"	3	200	99.3	"Brenda Pantoja, Kurt Walker, Tom Mauer"	86	89
"2018"	20180819	TRUE	"ATL"	"Atlanta Dream"	"LVA"	"Las Vegas Aces"	0	200	95.3	"Daryl Humphrey, Jeffrey Wooten, Cheryl Flores"	93	78
"2018"	20180819	TRUE	"WAS"	"Washington Mystics"	"MIN"	"Minnesota Lynx"	2	200	87.3	"Eric Brewton, Michael Price, Natalie Sago"	83	88
"2018"	20180819	TRUE	"NYL"	"New York Liberty"	"PHO"	"Phoenix Mercury"	1	200	90.1	"Randy Richardson, Byron Jarrett, Toni Patillo"	85	96
"2018"	20180819	TRUE	"DAL"	"Dallas Wings"	"SEA"	"Seattle Storm"	0	200	90.1	"Tiffany Bird, Roy Gulbeyan, John Butler"	68	84
"2019"	20190524	TRUE	"DAL"	"Dallas Wings"	"ATL"	"Atlanta Dream"	3	200	92.3	"Kevin Sparrock, Tiara Cruse, Byron Jarrett"	72	76
"2019"	20190524	TRUE	"IND"	"Indiana Fever"	"NYL"	"New York Liberty"	3	200	94.4	"Tiffany Bird, Karleena Tobin, Jeffrey Smith"	81	80
"2019"	20190525	TRUE	"WAS"	"Washington Mystics"	"CON"	"Connecticut Sun"	3	200	91.6	"Jeffrey Smith, Eric Brewton, Karleena Tobin"	69	84
"2019"	20190525	TRUE	"CHI"	"Chicago Sky"	"MIN"	"Minnesota Lynx"	2	200	100.1	"Tom Mauer, Katie Lukanich, Roy Gulbeyan"	71	89
"2019"	20190525	TRUE	"PHO"	"Phoenix Mercury"	"SEA"	"Seattle Storm"	0	200	90.5	"Cheryl Flores, Maj Forsberg, Janetta Graham"	68	77
"2019"	20190526	TRUE	"LAS"	"Los Angeles Sparks"	"LVA"	"Las Vegas Aces"	0	200	102.4	"Randy Richardson, Michael Price, Ashley Gilpin"	70	83
"2019"	20190528	TRUE	"IND"	"Indiana Fever"	"CON"	"Connecticut Sun"	3	200	92.2	"Tim Greene, Toni Patillo, Michael Price"	77	88
"2019"	20190529	TRUE	"SEA"	"Seattle Storm"	"MIN"	"Minnesota Lynx"	2	200	86.9	"Eric Brewton, Fatou Cissoko-Stephens, John Butler"	61	72
"2019"	20190531	TRUE	"SEA"	"Seattle Storm"	"ATL"	"Atlanta Dream"	3	200	96.8	"Toni Patillo, Michael Price, Tony Dawkins"	82	66
"2019"	20190531	TRUE	"CON"	"Connecticut Sun"	"LAS"	"Los Angeles Sparks"	0	200	95.4	"Cheryl Flores, Katie Lukanich, Jeffrey Wooten"	70	77
"2019"	20190531	TRUE	"LVA"	"Las Vegas Aces"	"PHO"	"Phoenix Mercury"	1	200	94.4	"Byron Jarrett, Kurt Walker, Jenna Schroeder"	84	86
"2019"	20190601	TRUE	"SEA"	"Seattle Storm"	"CHI"	"Chicago Sky"	2	200	100.6	"Tim Greene, Maj Forsberg, Matt Kallio"	79	83
"2019"	20190601	TRUE	"MIN"	"Minnesota Lynx"	"DAL"	"Dallas Wings"	2	200	89	"Randy Richardson, Ashley Gilpin, Roy Gulbeyan"	70	67
"2019"	20190601	TRUE	"NYL"	"New York Liberty"	"IND"	"Indiana Fever"	3	200	96	"Kevin Sparrock, Tiara Cruse, Eric Brewton"	77	92
"2019"	20190601	TRUE	"ATL"	"Atlanta Dream"	"WAS"	"Washington Mystics"	3	200	91.2	"Isaac Barnett, Janetta Graham, Jeffrey Smith"	75	96
"2019"	20190602	TRUE	"CON"	"Connecticut Sun"	"LVA"	"Las Vegas Aces"	0	200	100.7	"Billy Smith, Tiffany Bird, Angelica Suffren"	80	74
"2019"	20190604	TRUE	"LAS"	"Los Angeles Sparks"	"NYL"	"New York Liberty"	3	200	97.3	"Kevin Fahy, Michael Price, Tony Dawkins"	78	73
"2019"	20190604	TRUE	"MIN"	"Minnesota Lynx"	"SEA"	"Seattle Storm"	0	200	86.5	"Kurt Walker, Billy Smith, Angelica Suffren"	77	84
"2019"	20190605	TRUE	"CHI"	"Chicago Sky"	"WAS"	"Washington Mystics"	3	200	93.8	"Dannica Mosher, Jeffrey Wooten, Michael Price"	85	103
"2019"	20190606	TRUE	"LVA"	"Las Vegas Aces"	"ATL"	"Atlanta Dream"	3	200	103.4	"Roy Gulbeyan, Kevin Fahy, Jenna Schroeder"	92	69
"2019"	20190606	TRUE	"LAS"	"Los Angeles Sparks"	"CON"	"Connecticut Sun"	3	200	97.6	"Jeffrey Wooten, Matt Kallio, Tiara Cruse"	77	89
"2019"	20190606	TRUE	"PHO"	"Phoenix Mercury"	"MIN"	"Minnesota Lynx"	2	200	81.3	"Byron Jarrett, Jeffrey Smith, Katie Lukanich"	56	58
"2019"	20190607	TRUE	"DAL"	"Dallas Wings"	"IND"	"Indiana Fever"	3	200	86.6	"Kurt Walker, Daryl Humphrey, Karleena Tobin"	64	79
"2019"	20190607	TRUE	"WAS"	"Washington Mystics"	"NYL"	"New York Liberty"	3	200	92.5	"Cheryl Flores, Maj Forsberg, Tom Mauer"	94	85
"2019"	20190608	TRUE	"LAS"	"Los Angeles Sparks"	"MIN"	"Minnesota Lynx"	2	200	99.7	"Isaac Barnett, Tiffany Bird, Roy Gulbeyan"	89	85
"2019"	20190609	TRUE	"CON"	"Connecticut Sun"	"ATL"	"Atlanta Dream"	3	200	92.2	"Daryl Humphrey, Maj Forsberg, Karleena Tobin"	65	59
"2019"	20190609	TRUE	"SEA"	"Seattle Storm"	"CHI"	"Chicago Sky"	2	200	95.4	"Tiara Cruse, Jeffrey Smith, John Butler"	71	78
"2019"	20190609	TRUE	"PHO"	"Phoenix Mercury"	"IND"	"Indiana Fever"	3	200	94.7	"Cheryl Flores, Matt Kallio, Tom Mauer"	94	87
"2019"	20190609	TRUE	"LVA"	"Las Vegas Aces"	"NYL"	"New York Liberty"	3	200	99.7	"Tim Greene, Kurt Walker, Ashley Gilpin"	78	88
"2019"	20190609	TRUE	"DAL"	"Dallas Wings"	"WAS"	"Washington Mystics"	3	200	85.5	"Toni Patillo, Billy Smith, Eric Brewton"	62	86
"2019"	20190611	TRUE	"PHO"	"Phoenix Mercury"	"CHI"	"Chicago Sky"	2	200	95.4	"Roy Gulbeyan, Ashley Gilpin, Jenna Schroeder"	75	82
"2019"	20190611	TRUE	"WAS"	"Washington Mystics"	"CON"	"Connecticut Sun"	3	200	93.8	"John Butler, Janetta Graham, Jeffrey Smith"	75	83
"2019"	20190611	TRUE	"SEA"	"Seattle Storm"	"IND"	"Indiana Fever"	3	200	88.4	"Dannica Mosher, Isaac Barnett, Maj Forsberg"	84	82
"2019"	20190612	TRUE	"MIN"	"Minnesota Lynx"	"NYL"	"New York Liberty"	3	200	97.1	"Tiara Cruse, Billy Smith, Kevin Sparrock"	69	75
"2019"	20190613	TRUE	"IND"	"Indiana Fever"	"DAL"	"Dallas Wings"	2	200	84.1	"Katie Lukanich, Tim Greene, Michael Price"	76	72
"2019"	20190614	TRUE	"NYL"	"New York Liberty"	"LVA"	"Las Vegas Aces"	0	200	103.8	"Byron Jarrett, Roy Gulbeyan, Janetta Graham"	65	100
"2019"	20190614	TRUE	"CON"	"Connecticut Sun"	"MIN"	"Minnesota Lynx"	2	200	93.4	"Jeffrey Wooten, Cheryl Flores, Angelica Suffren"	85	81
"2019"	20190614	TRUE	"LAS"	"Los Angeles Sparks"	"PHO"	"Phoenix Mercury"	1	200	86.7	"Randy Richardson, Tom Mauer, Maj Forsberg"	85	68
"2019"	20190614	TRUE	"SEA"	"Seattle Storm"	"WAS"	"Washington Mystics"	3	200	89.9	"Tiffany Bird, Jenna Schroeder, Kevin Fahy"	74	71
"2019"	20190615	TRUE	"ATL"	"Atlanta Dream"	"DAL"	"Dallas Wings"	2	200	88.3	"John Butler, Tiffany Bird, Kevin Sparrock"	61	71
"2019"	20190615	TRUE	"CHI"	"Chicago Sky"	"IND"	"Indiana Fever"	3	200	88.5	"Toni Patillo, Jeffrey Smith, Jeffrey Wooten"	70	64
"2019"	20190615	TRUE	"NYL"	"New York Liberty"	"LAS"	"Los Angeles Sparks"	0	200	101.7	"Tim Greene, Kurt Walker, Katie Lukanich"	98	92
"2019"	20190616	TRUE	"SEA"	"Seattle Storm"	"CON"	"Connecticut Sun"	3	200	86.4	"Eric Brewton, Billy Smith, Fatou Cissoko-Stephens"	67	81
"2019"	20190616	TRUE	"LVA"	"Las Vegas Aces"	"MIN"	"Minnesota Lynx"	2	200	95.5	"Daryl Humphrey, Maj Forsberg, Randy Richardson"	80	75
"2019"	20190618	TRUE	"WAS"	"Washington Mystics"	"LAS"	"Los Angeles Sparks"	0	200	99.3	"Michael Price, John Butler, Janetta Graham"	81	52
"2019"	20190619	TRUE	"IND"	"Indiana Fever"	"ATL"	"Atlanta Dream"	3	200	85.3	"Maj Forsberg, Fatou Cissoko-Stephens, Tony Dawkins"	78	88
"2019"	20190619	TRUE	"CHI"	"Chicago Sky"	"NYL"	"New York Liberty"	3	200	99.6	"Danica Mosher, Isaac Barnett, Byron Jarrett"	91	83
"2019"	20190620	TRUE	"PHO"	"Phoenix Mercury"	"DAL"	"Dallas Wings"	2	200	88.8	"Randy Richardson, Janetta Graham, Maj Forsberg"	54	69
"2019"	20190620	TRUE	"WAS"	"Washington Mystics"	"LVA"	"Las Vegas Aces"	0	200	95.4	"Toni Patillo, Matt Kallio, Billy Smith"	95	72
"2019"	20190621	TRUE	"IND"	"Indiana Fever"	"CHI"	"Chicago Sky"	2	200	88.9	"Tiara Cruse, Kevin Fahy, Cheryl Flores"	76	69
"2019"	20190621	TRUE	"ATL"	"Atlanta Dream"	"CON"	"Connecticut Sun"	3	200	94.2	"Byron Jarrett, Dannica Mosher, Isaac Barnett"	76	86
"2019"	20190621	TRUE	"LAS"	"Los Angeles Sparks"	"SEA"	"Seattle Storm"	0	200	88.4	"Daryl Humphrey, Jeffrey Wooten, Kevin Sparrock"	62	84
"2019"	20190622	TRUE	"DAL"	"Dallas Wings"	"LVA"	"Las Vegas Aces"	0	200	92.9	"Fatou Cissoko-Stephens, Jeffrey Wooten, Daryl Humphrey"	68	86
"2019"	20190622	TRUE	"NYL"	"New York Liberty"	"MIN"	"Minnesota Lynx"	2	200	97	"Eric Brewton, Matt Kallio, Karleena Tobin"	83	92
"2019"	20190623	TRUE	"WAS"	"Washington Mystics"	"ATL"	"Atlanta Dream"	3	200	87.6	"Cheryl Flores, Tiara Cruse, Tim Greene"	89	73
"2019"	20190623	TRUE	"CON"	"Connecticut Sun"	"CHI"	"Chicago Sky"	2	200	103.1	"Angelica Suffren, Michael Price, Kevin Sparrock"	75	93
"2019"	20190623	TRUE	"LAS"	"Los Angeles Sparks"	"PHO"	"Phoenix Mercury"	1	200	89.8	"Kurt Walker, Byron Jarrett, Toni Patillo"	72	82
"2019"	20190623	TRUE	"IND"	"Indiana Fever"	"SEA"	"Seattle Storm"	0	200	88.3	"Tiffany Bird, Randy Richardson, John Butler"	61	65
"2019"	20190625	TRUE	"MIN"	"Minnesota Lynx"	"IND"	"Indiana Fever"	3	200	97.1	"Angelica Suffren, Isaac Barnett, Eric Brewton"	78	74
"2019"	20190625	TRUE	"SEA"	"Seattle Storm"	"LVA"	"Las Vegas Aces"	0	200	102.2	"Michael Price, Janetta Graham, Kevin Fahy"	56	60
"2019"	20190626	TRUE	"WAS"	"Washington Mystics"	"CHI"	"Chicago Sky"	2	200	98.6	"Kurt Walker, Jeffrey Wooten, Karleena Tobin"	81	74
"2019"	20190626	TRUE	"CON"	"Connecticut Sun"	"DAL"	"Dallas Wings"	2	200	85.8	"John Butler, Cheryl Flores, Tom Mauer"	73	74
"2019"	20190627	TRUE	"LVA"	"Las Vegas Aces"	"LAS"	"Los Angeles Sparks"	0	200	102.4	"Tiara Cruse, Jenna Schroeder, Randy Richardson"	74	86
"2019"	20190628	TRUE	"DAL"	"Dallas Wings"	"NYL"	"New York Liberty"	3	200	86.5	"Tim Greene, Jeffrey Wooten, Fatou Cissoko-Stephens"	68	69
"2019"	20190628	TRUE	"IND"	"Indiana Fever"	"PHO"	"Phoenix Mercury"	1	200	89.4	"Tiffany Bird, Tiara Cruse, Randy Richardson"	69	91
"2019"	20190628	TRUE	"CHI"	"Chicago Sky"	"SEA"	"Seattle Storm"	0	200	88.8	"Cheryl Flores, Jenna Schroeder, Tom Mauer"	76	79
"2019"	20190629	TRUE	"IND"	"Indiana Fever"	"LVA"	"Las Vegas Aces"	0	225	94	"John Butler, Katie Lukanich, Cheryl Flores"	97	102
"2019"	20190629	TRUE	"CON"	"Connecticut Sun"	"WAS"	"Washington Mystics"	3	200	93.2	"Michael Price, Billy Smith, Toni Patillo"	59	102
"2019"	20190630	TRUE	"NYL"	"New York Liberty"	"ATL"	"Atlanta Dream"	3	200	95.4	"Dannica Mosher, Kevin Sparrock, Eric Brewton"	74	58
"2019"	20190630	TRUE	"MIN"	"Minnesota Lynx"	"DAL"	"Dallas Wings"	2	200	96.1	"Isaac Barnett, Jeffrey Smith, Jenna Schroeder, Kevin Fahy"	86	89
"2019"	20190630	TRUE	"CHI"	"Chicago Sky"	"LAS"	"Los Angeles Sparks"	0	200	94.2	"Janetta Graham, Tiffany Bird, Jeffrey Wooten"	69	94
"2019"	20190630	TRUE	"PHO"	"Phoenix Mercury"	"SEA"	"Seattle Storm"	0	200	86.7	"Ashley Gilpin, Roy Gulbeyan, Karleena Tobin"	69	67
"2019"	20190702	TRUE	"CHI"	"Chicago Sky"	"LVA"	"Las Vegas Aces"	0	200	102.4	"Billy Smith, Kevin Sparrock, Jenna Schroeder"	82	90
"2019"	20190702	TRUE	"ATL"	"Atlanta Dream"	"MIN"	"Minnesota Lynx"	2	200	91.4	"Karleena Tobin, Cheryl Flores, John Butler"	68	85
"2019"	20190703	TRUE	"NYL"	"New York Liberty"	"SEA"	"Seattle Storm"	0	200	95.1	"Billy Smith, Tiffany Bird, Fatou Cissoko-Stephens"	84	83
"2019"	20190705	TRUE	"IND"	"Indiana Fever"	"DAL"	"Dallas Wings"	2	200	82.1	"Michael Price, Tim Greene, Daryl Humphrey"	76	56
"2019"	20190705	TRUE	"NYL"	"New York Liberty"	"PHO"	"Phoenix Mercury"	1	200	91.4	"Jeffrey Smith, Tony Dawkins, Tiffany Bird"	80	76
"2019"	20190705	TRUE	"ATL"	"Atlanta Dream"	"SEA"	"Seattle Storm"	0	200	91.3	"Kevin Sparrock, Roy Gulbeyan, Katie Lukanich"	77	66
"2019"	20190706	TRUE	"MIN"	"Minnesota Lynx"	"CON"	"Connecticut Sun"	3	200	90.4	"Janetta Graham, Tom Mauer, Byron Jarrett"	74	71
"2019"	20190707	TRUE	"DAL"	"Dallas Wings"	"CHI"	"Chicago Sky"	2	200	95.9	"Kevin Sparrock, Tony Dawkins, Jeffrey Smith"	66	78
"2019"	20190707	TRUE	"WAS"	"Washington Mystics"	"LAS"	"Los Angeles Sparks"	0	200	94.4	"Katie Lukanich, Roy Gulbeyan, Tim Greene"	81	98
"2019"	20190707	TRUE	"LVA"	"Las Vegas Aces"	"NYL"	"New York Liberty"	3	200	94.9	"Tom Mauer, Byron Jarrett, Janetta Graham"	90	58
"2019"	20190707	TRUE	"ATL"	"Atlanta Dream"	"PHO"	"Phoenix Mercury"	1	200	88.8	"Michael Price, Billy Smith, Daryl Humphrey"	63	65
"2019"	20190709	TRUE	"LAS"	"Los Angeles Sparks"	"DAL"	"Dallas Wings"	2	200	86.3	"Tiara Cruse, Eric Brewton, Billy Smith"	62	74
"2019"	20190710	TRUE	"CON"	"Connecticut Sun"	"ATL"	"Atlanta Dream"	3	200	92.7	"Tiffany Bird, Toni Patillo, Jeffrey Smith"	75	78
"2019"	20190710	TRUE	"MIN"	"Minnesota Lynx"	"CHI"	"Chicago Sky"	2	200	93.4	"Jeffrey Wooten, Daryl Humphrey, Roy Gulbeyan"	73	72
"2019"	20190710	TRUE	"LVA"	"Las Vegas Aces"	"IND"	"Indiana Fever"	3	200	95.6	"Randy Richardson, Tony Dawkins, Eric Brewton"	74	71
"2019"	20190710	TRUE	"PHO"	"Phoenix Mercury"	"WAS"	"Washington Mystics"	3	200	87	"Isaac Barnett, Tom Mauer, Byron Jarrett"	91	68
"2019"	20190712	TRUE	"MIN"	"Minnesota Lynx"	"ATL"	"Atlanta Dream"	3	200	81.2	"Tony Dawkins, Byron Jarrett, Tom Mauer"	53	60
"2019"	20190712	TRUE	"NYL"	"New York Liberty"	"CHI"	"Chicago Sky"	2	200	101.9	"Angelica Suffren, Isaac Barnett, Billy Smith"	83	99
"2019"	20190712	TRUE	"PHO"	"Phoenix Mercury"	"CON"	"Connecticut Sun"	3	200	89.3	"Tiara Cruse, Roy Gulbeyan, Randy Richardson"	64	79
"2019"	20190712	TRUE	"LAS"	"Los Angeles Sparks"	"IND"	"Indiana Fever"	3	200	94.4	"Tiffany Bird, Daryl Humphrey, Fatou Cissoko-Stephens"	90	84
"2019"	20190712	TRUE	"DAL"	"Dallas Wings"	"SEA"	"Seattle Storm"	0	200	90	"Jeffrey Wooten, Michael Price, Dannica Mosher"	81	95
"2019"	20190713	TRUE	"LVA"	"Las Vegas Aces"	"WAS"	"Washington Mystics"	3	200	96.3	"Toni Patillo, Roy Gulbeyan, Fatou Cissoko-Stephens"	85	81
"2019"	20190714	TRUE	"LAS"	"Los Angeles Sparks"	"ATL"	"Atlanta Dream"	3	225	82.5	"Katie Lukanich, Isaac Barnett, Tiara Cruse"	76	71
"2019"	20190714	TRUE	"CHI"	"Chicago Sky"	"DAL"	"Dallas Wings"	2	200	90.4	"Tiffany Bird, Tony Dawkins, Randy Richardson"	89	79
"2019"	20190714	TRUE	"CON"	"Connecticut Sun"	"IND"	"Indiana Fever"	3	200	89.3	"Matt Kallio, Janetta Graham, Byron Jarrett"	76	63
"2019"	20190714	TRUE	"PHO"	"Phoenix Mercury"	"MIN"	"Minnesota Lynx"	2	200	91.6	"Billy Smith, Tim Greene, Dannica Mosher"	62	75
"2019"	20190714	TRUE	"NYL"	"New York Liberty"	"SEA"	"Seattle Storm"	0	200	90.2	"Maj Forsberg, Tom Mauer, Cheryl Flores"	69	78
"2019"	20190717	TRUE	"ATL"	"Atlanta Dream"	"CHI"	"Chicago Sky"	2	200	100.3	"Daryl Humphrey, Kevin Fahy, Michael Price"	76	77
"2019"	20190717	TRUE	"SEA"	"Seattle Storm"	"MIN"	"Minnesota Lynx"	2	200	94	"Jenna Schroeder, Eric Brewton, Kevin Sparrock"	90	79
"2019"	20190717	TRUE	"DAL"	"Dallas Wings"	"PHO"	"Phoenix Mercury"	1	200	84	"Karleena Tobin, Byron Jarrett, Tom Mauer"	64	69
"2019"	20190718	TRUE	"DAL"	"Dallas Wings"	"LAS"	"Los Angeles Sparks"	0	200	83.6	"Tim Greene, Maj Forsberg, Matt Kallio"	64	69
"2019"	20190719	TRUE	"ATL"	"Atlanta Dream"	"CON"	"Connecticut Sun"	3	200	92.1	"Byron Jarrett, Jeffrey Smith, John Butler"	69	98
"2019"	20190719	TRUE	"WAS"	"Washington Mystics"	"IND"	"Indiana Fever"	3	225	88	"Roy Gulbeyan, Fatou Cissoko-Stephens, Isaac Barnett"	95	88
"2019"	20190719	TRUE	"LVA"	"Las Vegas Aces"	"SEA"	"Seattle Storm"	0	200	98.6	"Karleena Tobin, Michael Price, Tim Greene"	66	69
"2019"	20190720	TRUE	"PHO"	"Phoenix Mercury"	"DAL"	"Dallas Wings"	2	200	90.9	"Toni Patillo, Jenna Schroeder, Roy Gulbeyan"	70	66
"2019"	20190720	TRUE	"LAS"	"Los Angeles Sparks"	"NYL"	"New York Liberty"	3	200	92.4	"Billy Smith, Kevin Fahy, Katie Lukanich"	78	83
